NREGION,NPROVINCE,NDISTRICT,NVILL_SECT,NCOMMUNE,NOM,Name of HF as it appears in the HF-level data base ,remarks,POINT_X,POINT_Y,Statut
CENTRE-OUEST,SISSILI,LEO,BOURA,BOURA,CSPS DE BOURA,CSPS BOURA (DS LEO),,-1.142833333,11.64858333,51
CENTRE-OUEST,SISSILI,LEO,BOZO,BOURA,CSPS DE BOZO,CSPS BOZO,,-2.670194444,11.03769444,51
CENTRE-OUEST,SISSILI,LEO,PINA,BOURA,CSPS DE PINA,CSPS PINA,,-2.612,11.16922222,51
CENTRE-OUEST,SISSILI,LEO,TIESSOUROU,BOURA,CSPS DE TIESSOUROU,CSPS TIESSOUROU,,-2.336444444,11.33183333,51
CENTRE-OUEST,SISSILI,LEO,YORO,BOURA,CSPS DE YORO,CSPS YORO,,-2.376916667,11.06433333,51
CENTRE-OUEST,SISSILI,LEO,ZAMOUNA,BOURA,CSPS DE ZAMOUNA,CSPS ZAMOUNA,,-2.467083333,11.20177778,51
CENTRE-OUEST,SISSILI,LEO,KAYERO,KAYERO,CSPS DE KAYERO,CSPS KAYERO,,-2.070305556,11.21933333,51
CENTRE-OUEST,SISSILI,LEO,LEO,LEO,CMA LEO,CMA LEO,,-2.104083333,11.10908333,3
CENTRE-OUEST,SISSILI,LEO,KOALGA,LEO,CSPS DE KOALGA,CSPS KOALGA,,-2.301083333,11.09766667,51
CENTRE-OUEST,SISSILI,LEO,SANGA,LEO,CSPS DE SANGA,CSPS SANGA,,-2.010555556,11.09847222,51
CENTRE-OUEST,SISSILI,LEO,SISSILI,LEO,CSPS DE SISSILI,CSPS SISSILI,,-2.013777778,11.19663889,51
CENTRE-OUEST,SISSILI,LEO,TO,LEO,CSPS DE TO,CSPS TO,,-2.221138889,11.44680556,41
CENTRE-OUEST,SISSILI,LEO,SECTEUR 1,LEO,CSPS DU SECTEUR 1 DE LEO,CSPS SECTEUR 1 LEO,,-2.104388889,11.10005556,51
CENTRE-OUEST,SISSILI,LEO,SECTEUR 5,LEO,CSPS SECTEUA 5 DE LEO,CSPS SECTEUR 5 LEO,,-2.114527778,11.08597222,51
CENTRE-OUEST,SISSILI,LEO,TABOU,LEO,CSPSDE TABOU,CSPS TABOU,,-2.157527778,11.35366667,51
CENTRE-OUEST,SISSILI,LEO,NEBIELIANAYOU,NEBIELIANAYOU,CSPS DE NEBIELIANAYOU,CSPS NEBIEL,,-2.365444444,11.89102778,51
CENTRE-OUEST,SISSILI,LEO,BON,NIABOURI,CSPS DE BON,CSPS BON,,-2.7515,11.18430556,51
CENTRE-OUEST,SISSILI,LEO,NIABOURI,NIABOURI,CSPS DE NIABOURI,CSPS NIABOURI,,-2.638666667,11.26411111,51
CENTRE-OUEST,SISSILI,LEO,OUTOULOU,OUTOULOU,CSPS DE OUTOULOU,CSPS OUTOULOU,,-2.263277778,11.01069444,51
CENTRE-OUEST,SISSILI,LEO,BREDI,SILLY,CSPS DE BREDIE,CSPS BREDIE,,-2.640194444,11.57997222,51
CENTRE-OUEST,SISSILI,LEO,SILLY,SILLY,CSPS DE SILLY,CSPS SILLY,,-2.498416667,11.60372222,51
CENTRE-OUEST,SISSILI,LEO,YA,SILLY,CSPS DE YA,CSPS YA,,-2.520972222,11.49680556,51
CENTRE-OUEST,ZIRO,SAPOUY,BASNERE,BAKATA,CSPS DE BASNERE,CSPS BASNERE ,,-1.785222222,11.91188889,51
CENTRE-OUEST,ZIRO,SAPOUY,KINKIRSGOGO,BAKATA,CSPS KINKIRSGOGO,CSPS KINKIRSGOGO,,-1.75425,11.83652778,51
CENTRE-OUEST,ZIRO,SAPOUY,BAKATA,BAKATA,CSSPS DE BAKATA,CSPS BAKATA,,-1.851694444,11.76925,51
CENTRE-OUEST,ZIRO,SAPOUY,SALA,BOUGNOUNOU,CSPS DE SALA,CSPS SALA,,-2.189472222,11.93211111,51
CENTRE-OUEST,ZIRO,SAPOUY,CASSOU,CASSOU,CSPS DE CASSOU,CSPS CASSOU,,-2.052722222,11.5775,51
CENTRE-OUEST,ZIRO,SAPOUY,NEVRI,CASSOU,CSPS DE NEVRI,CSPS NEVRI,,-2.004222222,11.32158333,51
CENTRE-OUEST,ZIRO,SAPOUY,SOUROU,CASSOU,CSPS DE SOUROU,CSPS SOUROU,,-1.882222222,11.41927778,51
CENTRE-OUEST,ZIRO,SAPOUY,GAO,GAO,CSPS DE GAO,CSPS GAO,,-2.180388889,11.65308333,51
CENTRE-OUEST,ZIRO,SAPOUY,KASSOLO,KASSOLO,CSPS DE KASSOLO-THIABONA,CSPS KASSOLO TIABONA,,-2.159055556,11.52369444,51
CENTRE-OUEST,ZIRO,SAPOUY,MAO-MASSIRA,MAO-MASSIRA,CSPS DE MAO-MASSIRA,,missing?,-2.170083333,11.58180556,51
CENTRE-OUEST,ZIRO,SAPOUY,SECTEUR 04,SAPOUY,CENTRE MEDICAL DE SAPOUY,CMA SAPOUY,,-1.774416667,11.54591667,3
CENTRE-OUEST,ZIRO,SAPOUY,BAWIGA,SAPOUY,CSPS DE BAWIGA,CSPS BAWIGA,,-1.657416667,11.61186111,51
CENTRE-OUEST,ZIRO,SAPOUY,BOUYOUNOU,SAPOUY,CSPS DE BOUYOUNOU,CSPS BOUGNOUNOU,,-1.999194444,11.80569444,51
CENTRE-OUEST,ZIRO,SAPOUY,GALLO,SAPOUY,CSPS DE GALLO,CSPS GALO,,-1.648027778,11.66202778,51
CENTRE-OUEST,ZIRO,SAPOUY,OUAYOU,SAPOUY,CSPS DE OUAYOU,CSPS OUAYOU,,-2.003638889,11.70988889,51
CENTRE-OUEST,ZIRO,SAPOUY,SAPO,SAPOUY,CSPS DE SAPO,CSPS SAPO,,-2.038472222,11.93675,51
CENTRE-OUEST,ZIRO,SAPOUY,TIARE,SAPOUY,CSPS DE TIARE,CSPS TIARE (DS SAPOUY),,-1.471527778,11.47247222,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,GANA,DOULOUGOU,CSPS DE GANA,CSPS GANA,,-1.402138889,12.05880556,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,RAKAYE,DOULOUGOU,CSPS DE RAKAYE,CSPS RAKAYE,,-1.558916667,11.84816667,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,GAONGO,GAONGO,CSPS DE GAONGO,CSPS GAONGO,,-1.170861111,11.99825,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,NAFBANGA,GAONGO,CSPS DE NAFBANKA,CSPS NAFBANKA ,,-1.108,12.17263889,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,WARDOGO,GAONGO,CSPS DE WARDOGO,CSPS WARDOGO,,-1.01125,12.04180556,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,SECTEUR 2,KOMBISSIRI,CMA DE KOMBISSIRI,CMA KOMBISSIRI ,,-1.347,12.08116667,3
CENTRE-SUD,BAZEGA,KOMBISSIRI,GUIRGHO,KOMBISSIRI,CSPS DE GUIRGHO,CSPS GUIRGHO,,-1.358277778,11.90086111,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,KALWIGA,KOMBISSIRI,CSPS DE KALWIGA,CSPS KALWIGA,,-1.412833333,11.81611111,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,NAGNIMI,KOMBISSIRI,CSPS DE NAGNIMI,CSPS NAGNIMI ,,-1.314694444,12.07225,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,SECTEUR 05,KOMBISSIRI,CSPS DE TAMPINKO,CSPS TAMPINKO ,,-1.317277778,12.0075,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,TUILI,KOMBISSIRI,CSPS DE TUILI,CSPS TUILI,,-1.3815,11.98738889,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,SECTEUR 3,KOMBISSIRI,CSPS ECHELON1 CMA KOMBISSIRI,CMA KOMBISSIRI ,,-1.347,12.08088889,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,SECTEUR 2,KOMBISSIRI,CSPS URBAIN DE KOMBISSIRI,CMA KOMBISSIRI ,,-1.333944444,12.06186111,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,TOUDOU,TOECE,CSPS  DE TOUDOU,CSPS TOUDOU,,-1.319416667,11.86844444,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,BONSRIMA,TOECE,CSPS DE BONSRIMA,CSPS BONSIRIMA,,-1.224555556,11.93347222,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,DAGOUNA,TOECE,CSPS DE DAGOUMA,CSPS DAGOUMA ,,-1.281138889,11.90716667,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,MASGO,TOECE,CSPS DE MASGA,CSPS MASGHO,,-1.258,11.8665,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,NAGNESNA,TOECE,CSPS DE NAGNESNA,CSPS NAGNESNA ,,-1.363416667,11.80844444,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,TANGHIN,TOECE,CSPS DE TANGHIN,CSPS TANGHIN,,-0.656777778,12.35691667,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,TIMBOUE,TOECE,CSPS DE TIMBOUE,DISPENSAIRE TIMBOUÉ ,,-1.312694444,11.77797222,61
CENTRE-SUD,BAZEGA,KOMBISSIRI,TOECE,TOECE,CSPS DE TOECE,CSPS TOÉCÉ (DS KOMBISSIRI),,-1.265416667,11.82802778,51
CENTRE-SUD,BAZEGA,KOMBISSIRI,WILGA/ZORMOGDIN,TOECE,CSPS DE WILGA/ZORMOGDIN,DISPENSAIRE WILGA,,-1.315583333,11.82705556,61
CENTRE-SUD,BAZEGA,KOMBISSIRI,ZANGOGHO,TOECE,CSPS DE ZANGOGHO,CSPS ZANGOGHO,,-1.204583333,11.87025,51
CENTRE-SUD,BAZEGA,MANGA,DOULOUGOU,DOULOUGOU,CSPS DE DOULOUGOU,CSPS DOULOUGOU,,-1.463888889,11.97841667,51
CENTRE-SUD,BAZEGA,SAPONE,IPELCE,IPELCE,CSPS DE IPELCE,CSPS IPELCÉ,,-1.546361111,11.96158333,51
CENTRE-SUD,BAZEGA,SAPONE,VILLAGE DE SAMBIN,IPELCE,CSPS DE SAMBIN,CSPS SAMBIN,,-1.614444444,11.87141667,51
CENTRE-SUD,BAZEGA,SAPONE,GOUMSIN,KAYAHO,CSPS DE GOUMSIN,CSPS GOUMSIN ,,-1.811472222,11.99566667,51
CENTRE-SUD,BAZEGA,SAPONE,DOUNDOUNI,KAYAO,CSPS DE DOUNDOUNI,CSPS DOUNDOUNI ,,-1.912638889,12.08611111,51
CENTRE-SUD,BAZEGA,SAPONE,ILYALA,KAYAO,CSPS DE ILYALA,CSPS ILYALA,,-2.02075,12.00641667,51
CENTRE-SUD,BAZEGA,SAPONE,KAYAO,KAYAO,CSPS DE KAYAO,CSPS KAYAO,,-1.837583333,12.00963889,51
CENTRE-SUD,BAZEGA,SAPONE,KOSSILA,KAYAO,CSPS DE KOSSILA,,missing?,-1.9295,12.1305,51
CENTRE-SUD,BAZEGA,SAPONE,TIMTIM,KAYAO,CSPS DE TIMTIM,CSPS TIM-TIM ,,-2.044,12.00463889,51
CENTRE-SUD,BAZEGA,SAPONE,YALOU GOUROUNGO,KAYAO,CSPS DE YALOU GOUROUNGO,CSPS  YALOU-GOUROUNGOU ,,-1.917138889,11.95522222,51
CENTRE-SUD,BAZEGA,SAPONE,KARKUIDGUIN,SAPONE,CMA DE SAPONE,CMA SAPONÉ ,,-1.602388889,12.05405556,3
CENTRE-SUD,BAZEGA,SAPONE,KALGHIN,SAPONE,CSPS DE KALGHIN,CSPS KALGHIN ,,-1.552194444,12.01661111,51
CENTRE-SUD,BAZEGA,SAPONE,KOUGPAKA,SAPONE,CSPS DE KOUGPAKA,CSPS KOUGPAKA ,,-1.678611111,11.99652778,51
CENTRE-SUD,BAZEGA,SAPONE,KOUNDA,SAPONE,CSPS DE KOUNDA,CSPS KOUNDA,,-1.50125,12.13122222,51
CENTRE-SUD,BAZEGA,SAPONE,PISSY,SAPONE,CSPS DE PISSY,CMA PISSY,,-1.488694444,12.07619444,51
CENTRE-SUD,BAZEGA,SAPONE,SABSIN,SAPONE,CSPS DE SAPONE MARCHE,,missing?,-1.567777778,12.10511111,51
CENTRE-SUD,BAZEGA,SAPONE,TARGHO,SAPONE,CSPS DE TARGHO,CSPS TARGHO ,,-1.654583333,11.91875,51
CENTRE-SUD,BAZEGA,SAPONE,KARKUIDGUIN,SAPONE,CSPS URBAIN DE SAPONE,CMA SAPONÉ ,,-1.607888889,12.04238889,51
CENTRE-SUD,BAZETA,KOMBISSIRI,MONOMTENGA,KOMBISSIRI,CSPS DE MONOMTENGA,CSPS MONOMTENGA,,-1.300805556,12.10911111,51
CENTRE-SUD,NAHOURI,PÈ,BOALA,GUIARO,CSPS DE BOALA,CSPS BOALA,,-1.466638889,11.37811111,51
CENTRE-SUD,NAHOURI,PÈ,GUIARO,GUIARO,CSPS DE GUIARO,CSPS GUIARO ,,-1.373805556,11.35952778,51
CENTRE-SUD,NAHOURI,PÈ,KORO,GUIARO,CSPS DE KORO,CSPS KORO,,-3.597027778,10.603,51
CENTRE-SUD,NAHOURI,PÈ,SYA,GUIARO,CSPS DE SYA,DISPENSAIRE SYA ,,-1.625222222,11.18908333,61
CENTRE-SUD,NAHOURI,PÈ,SECTEUR 1,PO,CMA PO,CMA PÔ,,-1.136722222,11.16811111,3
CENTRE-SUD,NAHOURI,PÈ,SECTEUR 01,PO,CSPS 1 ECHELON DU CMA,CSPS PREMIER ÉCHELON CMA PÔ,,-1.136722222,11.08477778,51
CENTRE-SUD,NAHOURI,PÈ,DAKOLA,PO,CSPS DE DAKOLA,CSPS DAKOLA ,,-1.115305556,11.012,51
CENTRE-SUD,NAHOURI,PÈ,IDENIA TANGA,PO,CSPS DE IDENIA TANGA,CSPS IDÉNIA-TANGA ,,-0.851944444,11.0975,51
CENTRE-SUD,NAHOURI,PÈ,POUNKOUYAN,PO,CSPS DE POUNKOUYAN,CSPS POUNKOUYAN ,,-1.084194444,11.19983333,51
CENTRE-SUD,NAHOURI,PÈ,SONGO,PO,CSPS DE SONGO,CSPS SONGO ,,-1.075277778,11.11327778,51
CENTRE-SUD,NAHOURI,PÈ,TIAKANE,PO,CSPS DE TIKARE,CSPS TIAKANÉ,,-1.206666667,11.18152778,51
CENTRE-SUD,NAHOURI,PÈ,SECTEUR 04,PO,CSPS URBAIN,CSPS URBAIN PÔ,,-4.905416667,10.98375,51
CENTRE-SUD,NAHOURI,PÈ,TANGASSOGO,TIEBELE,CPSS DE TANGASSOGO,CSPS TANGASSOGO ,,-0.969583333,11.02863889,51
CENTRE-SUD,NAHOURI,PÈ,BOUNGOU,TIEBELE,CSPS DE BOUNGOU,CSPS BOUNGOU ,,-0.930416667,11.04111111,51
CENTRE-SUD,NAHOURI,PÈ,GUENON,TIEBELE,CSPS DE GUENON,CSPS GUENON ,,-0.882027778,11.08080556,51
CENTRE-SUD,NAHOURI,PÈ,KAYA,TIEBELE,CSPS DE KAYA,CSPS KAYA,,-1.019944444,11.05511111,51
CENTRE-SUD,NAHOURI,PÈ,TIEBELE,TIEBELE,CSPS DE TIEBELE,CSPS TIÉBÉLÉ,,-0.967222222,11.09608333,51
CENTRE-SUD,NAHOURI,PÈ,V2,TIEBELE,CSPS DES AVV,CSPS A V V,,-0.865277778,11.16863889,51
CENTRE-SUD,NAHOURI,PÈ,BONGA,ZIOU,CSPS DE BONGA,CSPS BONGA ,,-0.782722222,11.07852778,51
CENTRE-SUD,NAHOURI,PÈ,GUELWONGO,ZIOU,CSPS DE GUELWONGO,CSPS GWELWONGO,,-0.859138889,11.01061111,51
CENTRE-SUD,NAHOURI,PÈ,TOUNKINI,ZIOU,CSPS DE TOUNGOU,,missing?,-0.906222222,11.00058333,61
CENTRE-SUD,NAHOURI,PÈ,MOUMA,ZIOU,CSPS DE ZIOU,CSPS ZIOU ,,-0.782083333,11.03486111,51
CENTRE-SUD,NAHOURI,PÈ,,,CSPS DE KAMPALA,,missing?,-1.001305556,11.20125,51
CENTRE-SUD,ZOUNDWEGO,MANGA,N_ 3,GOMBOUSGOU,CSPS DE GOMBOUSGOU,,missing?,-0.772972222,11.42719444,51
CENTRE-SUD,ZOUNDWEGO,MANGA,WETENGA,GUIBA,CSPS DE WETENGA,CSPS WÉTENGA ,,-1.085305556,11.57172222,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,SONDRE,BERE,CSPS DE SONDRE,CSPS SONDRÉ,,-1.065361111,11.82886111,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,BINDE,BINDE,CSPS DE BINDE,CSPS BINDÉ,,-1.097277778,11.75280556,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,KAIBO NORD,BINDE,CSPS DE KAIBO NORD,CSPS KAÏBO-NORD,,-0.952861111,11.82377778,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,KAIBO SUD,BINDE,CSPS DE KAIBO SUD,CSPS KAÏBO-SUD,,-0.961472222,11.71236111,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,DE SAMTENGA,DE GOGO,CSPS DE SAMTENGA,CSPS SAMTENGA ,,-0.971416667,11.58461111,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,TANG SEGA,GOGO,CSPS DE GOGO,CSPS GOGO,,-0.959638889,11.55627778,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,KONDRE,GOGO,CSPS DE KONDRE,CSPS KONDRÉ ,,-0.971361111,11.58452778,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,"V1 (V""UN"")",GOGO,CSPS DE MANGA - EST,CSPS MANGA-EST ,,-0.934861111,11.65125,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,THIOUGOU,GOGO,CSPS DE THIOUGOU,CSPS THIOUGOU,,-0.875527778,11.47627778,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,BOEBANGO,GOMBOUSGOU,CSPS DE DASSANGA,CSPS DASSANGA,,-0.6535,11.43883333,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,DIRZE,GOMBOUSGOU,CSPS DE DIRZE,CSPS DIRZÉ,,-0.59375,11.40608333,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,FOUNGO,GOMBOUSGOU,CSPS DE FOUNGOU,CSPS FOUNGOU ,,-0.711666667,11.47905556,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,BILBALOGO,GUIBA,CSPS DE BILBALOGO,CSPS BILBALOGHO,,-1.165361111,11.68047222,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,GUIBA,GUIBA,CSPS DE GUIBA,CSPS GUIBA ,,-1.150916667,11.60333333,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,SOUGOU,GUIBA,CSPS DE SOUGOU,CSPS SOUGOU ,,-1.11875,11.59761111,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,SECTEUR 3,MANGA,CMA DE MANGA 2 ECHELLON,CMA MANGA,,-1.074361111,11.66075,3
CENTRE-SUD,ZOUNDWEOGO,MANGA,BASGANA,MANGA,CSPS DE BASGANA,CSPS BASGANA ,,-1.100666667,11.61455556,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,ZAPTENGA,MANGA,CSPS DE ZAPTENGA,CSPS ZAPTENGA ,,-1.088694444,11.70891667,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,SECTEUR 03,MANGA,CSPS URBAIN,CSPS URBAIN MANGA ,,-4.905416667,10.98375,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,ZIGLA,MANGA,CSPS ZIGLA,CSPS ZIGLA ,,-1.035611111,11.65580556,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,NOBERE,NOBERE,CSPS DE NOBERE,CSPS NOBÉRÉ,,-3.508111111,11.04513889,51
CENTRE-SUD,ZOUNDWEOGO,MANGA,SELOGHIN,NOBERE,CSPS DE SELOGHIN,CSPS SÉLOGHIN,,-1.241972222,11.64005556,51
CENTRE-SUD,ZOUNWEOGO,MANGA,BERE,BERE,CSPS DE BERE,CSPS BÉRÉ,,-1.155611111,11.83094444,51
CENTRE-SUD,ZOUNWEOGO,MANGA,MAZOARA,BERE,CSPS DE MAZOARA,CSPS MAZOARA ,,-1.063805556,11.96522222,51
CENTRE-SUD,ZOUNWEOGO,MANGA,SIDTENGA,DE BERE,CSPS DE SIDTENGA,CSPS SIDTENGA ,,-1.118611111,11.85177778,51
CENTRE-SUD,ZOUNWEOGO,MANGA,ZOURMA-KITA,GOMBOUSGOU,CSPS DE ZOURMA KITA,CSPS ZOURMAKITA ,,-0.796722222,11.39311111,51
CENTRE-SUD,ZOUNWEOGO,MANGA,BOURA,GUIBA,CSPS DE BOURA,CSPS BOURA (MANGA),,-1.142833333,11.64858333,51
CENTRE-SUD,ZOUNWEOGO,MANGA,DE MEDIGA,ZOUNDWEOGO,CSPS DE MEDIGA,CSPS MÉDIGA,,-0.729805556,11.35527778,51
CENTRE-SUD,ZOUNWEOGO,MANGA,NOBILI,ZOUNDWEOGO,CSPS DE NOBILI,CSPS NOBILI,,-1.242166667,11.72652778,51
CENTRE-SUD,,MANGA,KAIBO CENTRE,BINDE,CSPS DE KAIBO CENTRE,CSPS KAÏBO-CENTRE,,-1.002861111,11.75219444,51
CENTRE-SUD,,PÈ,,ZECCO,CSPS DE ZECCO,CSPS ZECCO ,,-0.861027778,11.03183333,51
EST,FADA NGOURMA,FADA,YAMBA,YAMBA,CSPS DE YAMBA,CSPS YAMBA,,0.335,12.29694444,51
EST,GNAGNA,BOGANDE,BILANGA,BILANGA,CSPS DE BILANGA,CSPS BILANGA,,-0.023138889,12.54802778,51
EST,GNAGNA,BOGANDE,BILANGA YANGA,BILANGA,CSPS DE BILANGA YANGA,CSPS BILANGA YANGA,,-0.089472222,12.46144444,51
EST,GNAGNA,BOGANDE,BOTOU,BILANGA,CSPS DE BOTOU,CSPS BOTOU,,0.152111111,12.42011111,51
EST,GNAGNA,BOGANDE,DIAPOADIGOU,BILANGA,CSPS DE DIAPOADIGOU,CSPS DIAPOADIGOU,,0.390361111,12.78763889,51
EST,GNAGNA,BOGANDE,MOAKA,BILANGA,CSPS DE MOAKA,CSPS MOAKA,,-0.092027778,12.29955556,51
EST,GNAGNA,BOGANDE,TOBOU,BILANGA,CSPS DE TOBOU,CSPS TOBOU,,0.092777778,12.6065,51
EST,GNAGNA,BOGANDE,PANTANLOANA,BILANGA,PANTANLOANA,CSPS PANTALOANA,,-0.055305556,12.56855556,51
EST,GNAGNA,BOGANDE,1,BOGANDE,CMA DE BOGANDE,CMA BOGANDÉ,,-0.147944444,12.97244444,3
EST,GNAGNA,BOGANDE,DIABATOU,BOGANDE,CSPS DE DIABATOU,CSPS DIABATOU,,0.114666667,12.74241667,51
EST,GNAGNA,BOGANDE,DIPIENGA,BOGANDE,CSPS DE DIPIENGA,CSPS DIPIENGA,,0.203194444,12.78830556,51
EST,GNAGNA,BOGANDE,KIERGUIN,BOGANDE,CSPS DE KIERGUIN,CSPS KIERGHIN,,-0.222638889,12.82597222,51
EST,GNAGNA,BOGANDE,KOSSOUGOUDOU,BOGANDE,CSPS DE KOSSOUGOUDOU,CSPS KOSSOUGDOU,,-0.235027778,12.93258333,51
EST,GNAGNA,BOGANDE,LEOURA,BOGANDE,CSPS DE LEOURA,CSPS LÉOURA,,0.003083333,12.93216667,51
EST,GNAGNA,BOGANDE,WAALIN,BOGANDE,CSPS DE WAALIN,CSPS WAALIN,,0.145722222,12.95127778,51
EST,GNAGNA,BOGANDE,SAMOU,BOGANDE,CSPS SAMOU,CSPS SAMOU,,0.14075,13.0095,51
EST,GNAGNA,BOGANDE,GNONGBONDENI,BONGANDE,CSPS DE GNONGBONDENI,CSPS GNOUGBOUDÉNI,,0.1998611,12.98127778,51
EST,GNAGNA,BOGANDE,BONSEIGA,LIPTOUGOU,CSPS DE BONSEIGA,CSPS BONSEIGA,,0.457138889,12.93122222,51
EST,GNAGNA,BOGANDE,DINALAYE,LIPTOUGOU,CSPS DE DINALAYE,CSPS DINALAYE,,0.546694444,13.02813889,51
EST,GNAGNA,BOGANDE,KODJENA,LIPTOUGOU,CSPS DE KODJENA,CSPS KODJENA,,0.201916667,13.08694444,51
EST,GNAGNA,BOGANDE,LIPTOUGOU,LIPTOUGOU,CSPS DE LIPTOUGOU,CSPS LIPTOUGOU,,0.316833333,13.17777778,51
EST,GNAGNA,BOGANDE,MOPIENGA,MANNI,CSPS DE MOPIENGA,CSPS MOPIENGA,,0,13.0842,51
EST,GNAGNA,BOGANDE,MARGOU,PIELA,CSPS DE MARGOU,CSPS MARGOU,,0.134416667,12.85847222,51
EST,GNAGNA,BOGANDE,TANGAYE,PIELA,CSPS DE TANGAYE,CSPS TANGAYE,,-2.546277778,13.54072222,4
EST,GNAGNA,MANNI,BOUKARGOU,COALLA,CSPS DE BOUKARGOU,CSPS BOUKARGOU,,0.023388889,13.30258333,51
EST,GNAGNA,MANNI,NIEBA,COALLA,CSPS DE NIEBA,CSPS  NIÉBA ,,-0.153361111,13.39261111,51
EST,GNAGNA,MANNI,SOULA,COALLA,CSPS DE SOULA,CSPS  SOULA ,,-0.224138889,13.40405556,51
EST,GNAGNA,MANNI,MANNI,MANNI,CENTRE MEDICAL DE MANNI,CM MANNI,,-0.210138889,13.25458333,4
EST,GNAGNA,MANNI,BOMBONYENGA,MANNI,CSPS DE BOMBONYENGA,CSPS BOMBOYENGA,,-0.281555556,13.181,51
EST,GNAGNA,MANNI,BOURGOU,MANNI,CSPS DE BOURGOU,CSPS BOURGOU,,-0.141667,13.16794444,51
EST,GNAGNA,MANNI,DAKIRI,MANNI,CSPS DE DAKIRI,CSPS DAKIRI,,-0.266667,13.29630556,51
EST,GNAGNA,MANNI,KOULFO,MANNI,CSPS DE KOULFO,CSPS KOULFO,,-0.004722,13.22597222,51
EST,GNAGNA,MANNI,DIAKA,THION,CSPS DE DIAKA,CSPS DIAKA,,-0.319944444,12.97947222,51
EST,GNANGNA,MANNI,COALLA,COALLA,CSPS DE COALLA,CSPS  COALLA ,,-0.130805556,13.40816667,51
EST,GOURMA,FADA,COMBEMBOGO,DIABO,CSPS DE COMBEMBOGO,CSPS  COMBEMBOGO ,,0.044527778,11.77702778,51
EST,GOURMA,FADA,DIABO,DIABO,CSPS DE DIABO,CM DIABO ,,-0.033472222,12.01836111,41
EST,GOURMA,FADA,KOULPISSI,DIABO,CSPS DE KOULPESSI,CSPS KOULPISSY ,,-0.0944,12.07922222,51
EST,GOURMA,FADA,LANTAOGO,DIABO,CSPS DE LANTAOGO,CSPS  LANTAOGO ,,-0.095694444,12.01597222,51
EST,GOURMA,FADA,MOADA,DIABO,CSPS DE MAODA,CSPS MAODA ,,0.051083333,12.12608333,51
EST,GOURMA,FADA,SAATENGA,DIABO,CSPS DE SAATENGA,CSPS SAATENGA ,,-0.000888889,11.89169444,51
EST,GOURMA,FADA,TANGAYE,DIABO,CSPS DE TANGAYE,CSPS TANGAYE,,-2.546277778,13.54072222,4
EST,GOURMA,FADA,BALGA,DIAPANGOU,CSPS DE BALGA,CSPS  BALGA ,,0.189722222,12.21480556,51
EST,GOURMA,FADA,DIAPANGOU,DIAPANGOU,CSPS DE DIAPANGOU,CSPS  DIAPANGOU ,,0.186,12.11341667,51
EST,GOURMA,FADA,LOUARGOU,DIAPANGOU,CSPS DE LOUARGOU,CSPS  LOUARGOU ,,0.175138889,12.04347222,51
EST,GOURMA,FADA,SECTEUR 3,FADA,CHR DE FADA,,missing?,0.354166667,12.05963889,2
EST,GOURMA,FADA,KOARE,FADA,CSPS DE KOARE,CSPS  KOARÉ ,,0.29775,11.92658333,51
EST,GOURMA,FADA,NAGRE,FADA,CSPS DE NAGRE,CSPS  NAGRÉ ,,0.446694444,11.78897222,51
